city,point_id,lon,lat,embedding
shanghai,4,121.664947,31.641976,"[-0.37710344441933463, -0.23250164255876832, -0.10930743888416286, -0.14080330603477503, -0.017041188252231963, -0.2562784040049795, 0.2054864503926125, 0.008480146911064058, -0.18368899976960962, 0.010277711692930042, -0.03981240788811008, -0.03767722697425736, 0.004269291860441608, 0.2072256859576136, 0.07157037246831344, 0.041394074556912575, -0.18342730200260268, 0.1148415043611348, -0.391964829367533, -0.09064080264916194, 0.06305183833685443, -0.10319477083698325, -0.02666258399937686, 0.1562518418662218, 0.12336649026398855, -0.08707913597258643, 0.2078545530242524, -0.20136671516674579, -0.2845073877892014, 0.3133941528005324, 0.19321352027322605, 0.24131818949642775, -0.42614244637815646, 0.1580518703367128, -0.2806572703604532, 0.06461145488402217, -0.19099560785969985, 0.41463460800948393, -0.08354481603656257, -0.14284733251166543, -0.09255499706752637, 0.11859508722014243, 0.12692893015866616, -0.03058179036652798, -0.26901472970748547, -0.050726836731294855, 0.09794914463630884, 0.04120868873669325, 0.05587852528733235, -0.1371816346077591, -0.06686452363618312, -0.0783384460994349, -0.2219533118077542, 0.2252196650525517, 0.012499086957649726, -0.11584183301969175, -0.12479248862792162, 0.11543183543932597, -0.007868616444985661, -0.024148809438169726, -0.06935733776491648, 0.1874319132224405, 0.14792913283871406, -0.2006927108934225, 0.2364773251246544, -0.015495606218529245, -0.10897853147185894, -0.28733327452496366, -0.07832300565290623, 0.07902741108476172, -0.13578654491822606, 0.10578703841662478, -0.19387099873202374, -0.12625213693412468, 0.04828449042208854, 0.11886063302273722, 0.1800552106955043, 0.13142311085029493, -0.13467894947046882, 0.17190460534653765, -0.06605118868272655, -0.29047681506201395, 0.1449190999052107, 0.07369130896888068, -0.31194153849959344, 0.17697015165358812, -0.0649569567752874, 0.1320916440416103, -0.22599657103462653, -0.04755427934643284, 0.02958956064908619, -0.4428880387916252, -0.35740424814064536, -0.21827245488686198, 0.050889916533291196, -0.12047237161437035, -0.09553810018102146, -0.11462196654258916, 0.29743360110845674, 0.07698346249022797, 0.1876846385127203, -0.19529548166833907, -0.36098051348502797, -0.014092058228937894, 0.10314241968906623, 0.07575159738985784, 0.11369332865774562, 0.0006513467277212172, 0.17375665181049016, 0.030836388956678507, -0.08626635438237856, 0.0651860802520582, 0.11604010371621995, 0.19002332325694812, -0.03406675238880197, -0.02357226878167489, -0.11560408513087087, 0.31383934943651026, 0.05927469164924826, 0.4564290752676801, -0.2346351339902505, 0.002617142589130186, 0.37904451095132197, 0.11955973513796084, -0.0024967457576149654, -0.13437152689031964, 0.05539394420434289, -0.09544462592392565]"
shenzhen,0,114.050339,22.537142,"[1.3495997723596778, -2.2081954416450293, 1.6612317270183554, 1.199205428339356, -1.7966140152174972, -3.671577893124167, -2.971914247195706, -0.3448290196157635, -2.1502947909415977, -2.7515678037514797, -3.320558399342278, 0.15189742513202087, -0.7721496606257964, -2.1769881634586694, -0.21862055448392953, -0.48131529699376385, 2.145154741079171, -3.053491350227757, 1.3233061083951976, -0.8050305038749368, 4.2066340349974745, -2.8574220308517897, 0.2688613855014605, 2.583613586137132, -0.6881456652609172, -1.7734872613890567, 0.6610671491322732, 0.12660709620191798, -1.306835879204323, -1.8576989857658688, 0.47361087149784475, -0.6032894062042448, 2.119692543937564, 1.9618676163866489, -0.9575672209081026, 2.471481676144728, -0.38280564570793496, -0.5718872924198316, -1.1213479140387697, 0.7023118848569863, -0.5577776336906549, 2.467156153622444, 2.087985352110957, -1.7380662779475158, -0.18632064674460427, 1.0552549807171716, 0.24464417626647755, -1.1246788550162126, 1.6743071513514358, -1.7070959963200356, 2.5827462690870777, 1.6628592024490338, -3.136412157056732, 2.003642163789445, -3.4930773822688903, 0.29782765304410885, -0.6826067297668083, -3.3892366163921994, 0.2547891912317434, -0.6995476970987585, -1.8496771033556154, 1.4351472577095048, -2.5439744856194624, -3.483778009416724, -2.712959015315655, -3.3877666434887215, 0.5805328093907735, -1.4885594754934983, -0.8735055046043158, 3.2172593421003843, 2.6137541361998147, 0.6117460636833145, -0.8577608090346911, -2.930563427416703, 1.9831755289868032, -1.9512868864492312, -0.4503487793122324, -1.7473117569602912, -0.28366158177589773, 2.5572772249434976, -1.0912216784505349, 1.1694757955774233, 5.048802405753818, -0.4700001368239858, -1.9577834963563339, 0.3171460728824534, -1.9006191025336885, 1.179155614009892, 1.1611124105726718, 1.113111536130317, 1.4587284873308912, 1.78448500440433, -0.06694544151071984, 1.6614838060518047, 2.4249809187932247, -0.3590781771398477, -1.1229371732598523, 0.3696795247825696, -1.073038740955947, -2.54223641639054, 0.972913873141249, 0.30375544977562163, -0.09466320854197965, -0.2584948537819386, 2.8084366903008338, -1.2927786456709986, -2.2491495786891984, 1.2801126240641394, -0.7393272179344348, -2.407456803717657, 0.8948044330982734, 1.3748043806383996, 3.685233224463683, 2.311541100800847, -1.4604642750727992, -0.8479783771147505, 3.459006572890763, 1.2115594273381889, 1.7904053531564479, 0.43067748738294725, -1.6532641983835636, -2.9523622200189394, 1.0680095905543079, 2.1877291075240075, -0.380935599029517, -0.30726231544678606, 2.968051324743443, -3.1860610420194875]"
shenzhen,1,113.830311,22.527085,"[-0.19161926685607106, -0.1260453459637524, -0.04946654395259461, -0.06858251688895063, 0.0011522816177679633, 0.026836345272604745, -0.11369310998846464, -0.07024528056696488, -0.12313988373141828, -0.0806897088715244, -0.07331226591784018, 0.1907634839459508, 0.008892657278016646, -0.019426177715018964, 0.027102574028178027, -0.028377740086708195, 0.008717122882963025, -0.02209638623451264, -0.16206746417036327, -0.11733776005729965, 0.10686806261141434, -0.05584047239975877, 0.008108058932729097, 0.06655111387403748, 0.11396837279663782, -0.07769040954710564, -0.12069446937281769, -0.14848298515765804, 0.006028963512992659, 0.017038182048528548, -0.0791210923252432, 0.13985052520639882, -0.014720760535766424, 0.17859785578792667, 0.035836163339622126, -0.00854438073803044, -0.005521959442854843, 0.05465437593994256, 0.11923145238432792, -0.08274443112361417, 0.03382057091575259, -0.09690044502462503, 0.057512903803635315, 0.14051007853151765, -0.1221063185961928, -0.20761515832409, -0.015796380989687643, -0.0465293836817555, -0.008748325146566267, -0.032657406985262746, -0.016607113296280687, -0.12147217399363615, 0.03309719579068747, 0.12915691202724738, -0.07700907196493412, -0.009284516446361602, 0.07934190772061944, -0.0489401400468764, -0.17085711894881164, 0.06390672682365492, -0.03608705085623519, 0.1849363128474063, 0.01158943265126703, -0.002105289786249666, -0.003280567028731675, -0.1356969960549611, -0.083577671441673, -0.03960595447630118, -0.051674124167617574, 0.2583227570476836, 0.0758620314039852, 0.003345638822133054, 0.058426186840022654, -0.054620055391402404, 0.1933492372082801, 0.1034244039503032, 0.20770371484889918, -0.06980618369293783, -0.16213654065377422, 0.08472987642608684, -0.07143147564456245, -0.11117730384922359, -0.011731462716863764, 0.014051706513128464, 0.046431134436030794, 0.2353322221888534, 0.007141095125541801, -0.010091458031329579, 0.00039937457888145067, -0.08311678739822558, -0.08959775493973912, -0.11489363166284579, -0.1391146819550424, -0.13039497892398644, 0.07034220176083966, -0.02774469407543889, 0.019085946376570746, -0.005139312921507512, -0.05904915631447559, -0.03016924532609628, 0.028959824191731726, -0.10088417460908064, -0.022576458471511296, -0.06796891619527079, 0.025268558775466174, 0.0921688442047487, 0.03903546423906967, -0.08695398398605628, 0.015328568735271601, 0.13169936827394882, 0.011023521371989514, 0.05585711300371421, 0.06897656953380964, 0.006769699913167317, -0.011070874539038343, -0.13998452453601146, 0.0677358634199316, 0.16079258351427994, -0.01300258854485504, 0.14232187365433158, -0.03193597584540031, 0.011736590140587807, 0.11294874646385786, -0.08374525250941058, 0.1727633380999353, -0.02095458068147514, -0.14135074589400012, 0.022175046218465888]"
shenzhen,2,113.81655,22.427944,"[0.031824600441971565, 0.016991633202769266, 0.03088594997531149, -0.020395248748578003, -0.014785492919762687, -0.0031158806928810526, 0.005862353794984164, -0.04800923718598281, -0.046527246118966824, -0.038470508922482494, -0.0018069347877451049, 0.01742736153930194, -0.032184885301376996, -0.03401227315921686, 0.0316088773507046, 0.0028744783498073287, 0.01877292993277389, -0.01470021956069172, 0.023506899740173802, -0.0024566815335103354, -0.00025037152490024576, -0.017460088075539032, -0.003295103821356774, 0.006595091487868488, -0.00870294035454372, 0.03208613568606761, -0.009234278846212429, -0.039655551404372144, -0.020903071250224323, 0.026209003585009397, -0.04527071629713082, -0.010712696296984472, -0.024288562466330852, -0.031924067352304936, -0.040077103960009554, 0.03207058954819921, 0.03193177401688675, 0.002168335705492328, 0.04140129602331982, 0.051596315644525034, -0.03297945582410554, 0.01487207381978519, 0.01686156598631032, 0.006374225503109162, -0.022864809492010488, 0.037465664473852016, -0.02238217177851346, -0.009396784043792303, -0.0035914151055606094, -0.02563151711496113, 0.019017781594953646, -0.011440469684559652, -0.040436383688818245, 0.005387304408123175, 0.014240826477849763, 0.0167112112311848, -0.013764207722273956, -0.04566886775254711, 0.026298431720670284, -0.0388312738256425, 0.029932599893094033, -0.0010665257305577111, -0.030818628031119163, 0.021513098232077376, 0.021331069367094835, 0.02295834231177687, -0.018195382525208657, -0.04782385836991875, -0.030405223527536912, 0.025911132903149166, 0.004000415651240106, 0.051290612542620025, 0.043823026299082586, 0.0024800471979322045, 0.02868424897082297, 0.013374470352487337, 0.00759590467717218, -0.004837097198446376, -0.051979974031230655, 0.0007581117943142182, 0.034560116666947326, -0.00047898960341468896, 0.02863620858363733, -0.013393840283358861, -0.017769009341858367, -0.031010543031800376, -0.020537290937562905, -0.009342643192904135, -0.013740175845483364, -0.010651553310060874, -0.02914577653956521, 0.007982112419608438, -0.035237958477384874, 0.04472380010993146, 0.033584807633453034, 0.0338708888667788, 0.031246457909601382, 0.0024137348943059703, -0.019391798138338297, -0.05629971406872221, 0.007956864907910016, -0.030977413722536207, -0.02164632043430775, 0.045265994925219565, -0.018816833351981595, -0.006695974377625983, -0.011250039154200444, 0.004334251189222893, 0.0015946565698056123, 0.004718616529557888, -0.0072934272372233416, -0.0028368722994446087, 0.04527580707954343, 0.004797428149545556, 0.038076193585785824, -0.008239624303422767, 0.031689922118036055, 0.0590905667046228, -0.03539921321269852, -0.005040625356313673, -0.01747454620366132, -0.013911912617761285, 0.03770456485976949, -0.0006374925657344054, 0.053343710615867845, 0.024439499068783656, -0.0174989296165228, -0.019272611590964744]"
shenzhen,3,114.475023,22.457576,"[-0.041314602969338546, -0.03475140142306501, 0.05791648682127233, -0.0013495951262851025, -0.04273122123074247, -0.11540458597356382, 0.006801972735130143, -0.05367258669947887, -0.0753556673673351, -0.032832017939298366, -0.035322194471640686, 0.04292232337203214, -0.002490990420515069, -0.0052239471569660995, 0.04850522354775365, -0.07149763917407916, -0.00923920692329444, -0.04063063266233562, -0.09934318898096056, -0.005442204622268687, 0.08932965388721274, 0.0201271875166112, -0.03445033005534462, -0.05335875340764855, 0.030643326885799113, 0.0550890071199, 0.021893742717711752, -0.09297263628450078, -0.04212260703984402, 0.009953524468823438, -0.024506296132893755, -0.043984340105283126, -0.037036543234570965, -0.018393086777581773, 0.007063423630101019, -0.011695440140437809, 0.0029631645247994286, -0.03944384587256408, 0.018377565412539525, 0.010739095439068484, -0.006628617943663803, 0.045917126337113624, -0.0034525891990719883, 0.04414927481428282, -0.06086218247636542, 0.02544493062291574, -0.04715052939275079, -0.059175495562613555, -0.01603106903372924, -0.04894207814036935, 0.02262026392275597, 0.0003585202235589103, -0.05557287007130186, 0.013811553779496655, -0.0197358732938218, 0.032442489226215364, -0.03143059363007428, -0.10562972270373454, -0.005888201868086737, -0.03003405972540304, -0.046651845928649766, -0.008212446293744282, -0.0501308387014958, -0.030008521912550115, -0.02731098653921203, -0.010500631825416488, 0.032947073095431934, -0.061290691948804786, 0.00959940986918116, 0.040321470667197344, 0.08706591734772134, 0.010194559551371475, -0.013047757298527411, 0.025641246199340002, -0.02202916920189331, 0.02710851836535848, 0.0036187163190612402, -0.008835193848727736, 0.02943078090810544, 0.0097744908579913, 0.005889057148882007, -0.002562960693314579, 0.08664878022669402, 0.013872338357955327, -0.002564606719561914, 0.024864524971674434, -0.051087271232843144, 0.023601922970568075, 0.051980374924232686, 0.046418168483901116, -0.03847492125905459, -0.02225927961462774, -0.030702430214502866, -0.012394415765066127, 0.10064678856493157, 0.004654415887301144, 0.045330144491059904, -0.008561453045660769, -0.038174121756118215, -0.01900798437483006, -0.061705022488073136, -0.03879602608030629, -0.060334249146396686, -0.00581756515702192, 0.020230856820645952, -0.036774034708239305, 0.017257358743566237, 0.02282231399749784, 0.004733937449795129, 0.016998051708241296, -0.02915267048599811, 0.037102687013550115, 0.0345387087407969, 0.07254047485937175, -0.02936162098764558, -0.012351818935419263, 0.057572397970638206, 0.10102568228717886, -0.005658630894298525, -0.008256007800875778, -0.012791363070571531, -0.06845527429225595, 0.06998454972528165, -0.0035637385360854576, 0.05139486551129108, 0.07851682528252683, 0.03423327672277446, -0.06766396841860413]"
shenzhen,4,114.442258,22.666392,"[-0.6375514721525052, -0.3488044150477478, 0.48960712829865627, 0.46361637116069704, -0.2187036522853495, -0.44728685556405634, -0.4174110851897874, -0.08352453849882838, -0.6417798407611177, 0.033544304634009724, -0.5797622827425981, 0.12526334483724444, 0.04902716197002813, 0.19304210077711265, 0.16093226987762893, -0.0009443575830026599, -0.3230141743964707, -0.5688906465908244, -0.6158355830260565, -0.2763742453224952, 0.8839637425199067, -0.10287743763827137, -0.27638322938233506, 0.15785318052890449, 0.37890268969667146, -0.06898966706790174, 0.36603494485845817, -0.1354655714117561, -0.09209104510389526, -0.5130113188429172, 0.5272185531098189, 0.46796299922621337, 0.15361184350670912, 0.1620458795576143, -0.11112736452495275, -0.3369043036815212, -0.29567563952280856, -0.1562144830032063, -0.13939777241903187, -0.3141334492221366, 0.5166670750517748, 0.18689117306180422, 0.41337128051151245, -0.15740775954986233, 0.20946173731119994, 0.04252572904723913, -0.3077326296594081, -0.10250493938954396, -0.27394647414164397, -0.06300544843532348, -0.029198146040329033, 0.1579098722140581, -0.26954496759711877, 0.2783150775225378, -0.21516398023554614, 0.159483599601981, -0.22129759392153947, -0.2617561835988502, -0.1800868385485649, -0.15241583591601526, -0.616420738570441, 0.4205680570948274, 0.0970554503219577, -0.3346884328114041, -0.4510288142499811, -0.5884108977546214, 0.0602433963301761, -0.047946159432383395, 0.15064001935725654, 0.3458668109247318, 0.6719803316092704, -0.058057423412257475, -0.2696384702614379, -0.30831347879697074, -0.11607713151662319, 0.22504681933468193, 0.2839705796564621, -0.32097691377367604, 0.5880559993346982, -0.23291911832602236, 0.09837676667668233, 0.11525078359921566, 0.7342127650350606, 0.34197008663259615, -0.4545825131134317, 0.4745836588317594, 0.05923046726425197, 0.0917134170265542, 0.007432259199854692, 0.6620285997653873, 0.2814768327598122, -0.013265852087732195, -0.1493182014433293, -0.07122950650132956, 0.4711658243521643, -0.3155255347603435, 0.005357439768628295, -0.1575173923665409, -0.024186029440679144, 0.0821177692250627, 0.022444473321162645, 0.1872684346616285, 0.018856631539597844, -0.6845154525395544, 0.21484584633048642, 0.013223222562773116, 0.07032129423753689, 0.21331942978161297, 0.16955840183791573, 0.09112829612785035, -0.1921478467897338, 0.30322062625941787, 0.4349858248055983, -0.030021252893337368, -0.5266162658965666, -0.37725119365837445, 0.4885367523189583, 0.28680755496662513, 0.4593048267318635, 0.37827900720728763, -0.05836212982682168, -0.26000593341247874, 0.4481247730878592, -0.01832153171852782, -0.050366956533094434, 0.020988836096983612, 0.46145806230494824, -0.4475670502937325]"
chengdu,0,104.057273,30.665787,"[1.162039246448791, -3.74380023908402, 3.1580815899914882, 1.1215401476943447, 0.2660213645632509, -4.396427791026861, -4.1983962697411314, -2.4833230253736978, -1.7247457592176771, -3.258592204649268, -4.358284506061584, -2.431459929020598, -2.103517507755564, -0.9275166294902294, -0.44750855617855007, -2.650582814090619, 7.83692709662612, 0.6468106982487637, -0.9511908269651058, 1.0136782774462967, 1.225623772523349, -1.4999110942864364, 2.0424366929949525, 4.681975878719404, -4.222533875525752, -0.7442929132401472, 2.016744287511556, 4.5056410304047345, -3.716274284899478, -4.534325317715571, 0.41877099685846414, -3.077568066606527, 5.8307915770807535, 1.569312411667626, -2.5358194089172628, 3.2817832497691755, -1.5288379341215814, -0.2055117554251964, -3.626640647682749, -0.8798288634248888, 0.2156068288490356, 4.248130330621243, 3.4613617608851484, -2.3015526115003815, 1.4255581068103735, 3.121851159701353, 1.1254203748568177, -0.7838154784336878, -0.5306599374082526, 0.7532984618514433, 3.1295963484137252, 3.805963085176415, 0.7410142587123549, 3.0655434741404473, -2.1832767291459674, 0.3898965589277442, 1.6016826538814812, -3.077276588471294, -0.7621846661070302, -0.9111930625285659, -0.6735938784111846, 4.159346754971579, -1.5797887191574826, -0.748275417235305, -3.621647457626897, -2.4740944634691666, 1.7390323691230078, -0.8818383260148188, -0.7897260816231567, 4.94664589374597, 2.388568941837558, -0.9979295091459051, -0.749508066943107, -4.899579225114782, 2.4393203258576426, -0.3612880041174193, -1.5532935597593793, -3.294597688735432, -1.5786245562412846, 3.648070990630328, -1.569809889233408, 3.412504779071884, 2.101597059985743, 1.3639610947102585, -1.8670345548129659, 0.6195496106119068, -0.1949224156057915, -0.36078384525096013, -1.4604835070602349, 1.9703279763782484, 3.5086779287351315, 4.054082931878587, 0.8070344594056507, 2.7888618153026807, 1.3357983666576314, 0.560417549760294, -2.359032240281668, 1.0012900704818384, -2.749857209823744, -2.705559974522744, 1.2799048076670616, 1.3071986116097962, 1.9338419557769408, -1.407053894116174, 2.3960482721311442, -4.966866042578861, -1.250891365008347, 0.1985934477046617, -5.376270033731414, -3.2255073347619447, -0.1901177928989829, 2.0747511909137573, 2.7781506255899386, 4.456124923941244, -2.435640374393505, -1.438882137724287, 3.2867714885858574, -1.0300489274206213, 0.05864069796650705, 3.145468677143814, 1.2660798158072826, -4.077195074648751, 0.5091893578122645, 2.2269105295419593, -4.811852213728829, -5.00729031724549, 2.098216353788969, -3.7037676341863675]"
chengdu,1,103.759086,31.325272,"[0.006259191955255969, 0.0050792305545869255, 0.0030480334839444933, -0.022563614001277023, 0.02490656835526191, 0.01537868262432017, -0.009357618326080635, -0.02319631733718613, -0.039998701801062436, -0.0035271685095550186, -0.019332514850406195, 0.049351664575487515, -0.00903406118899502, -0.01832620059864043, 0.04774851243282048, 0.028557876326587964, -0.010499820786604625, -0.008727500952035156, 0.013204213566605186, -0.0351449341656417, 0.0039759330208699335, 0.005773255242169028, 0.010260548717531296, 0.010435609547381498, 0.04822153882039255, 0.017596136863864367, -0.01628604744920356, -0.05909362629623023, -0.0019441258252686586, 0.022652940580933242, -0.022634615570442322, 0.02913610034759341, -0.0457408490616132, -0.008097888554417572, -0.040502542383015025, 0.04157488849114291, 0.009716275691730619, 0.03414488645344574, 0.033234291232296084, 0.011676439116479372, -0.03811377830214849, 0.017022573289221073, -0.019146909017205695, -0.004516696536167923, -0.02259246717648411, 0.03461489282583579, -0.01436165756624716, 0.016505969827531136, -0.04755259683011084, -0.007734069245748627, -0.03272800595229107, 0.0074890547296428064, -0.03706333515134697, 0.0239289260693566, 0.021683163083045447, -0.012308750131879095, -0.024032170832709386, -0.017312818872196607, 0.026391725805148272, -0.04242075048248293, 0.03159207269436288, -0.007485238051434932, -0.0020967203004778378, 0.013246049729722901, 0.038690723370986536, 0.011071305115861541, -0.03271878922895892, -0.03758338539896269, -0.054205270555440915, 0.03445810975838333, 0.006547252778381264, 0.05988176147213624, 0.036667302509921285, -0.0180148999421211, 0.029525814456290975, 0.024441811967471232, 0.02005530080774099, 0.029184006157100206, -0.07309449565809834, 0.005659981656628722, 0.056315748749934606, 0.013504361740340571, 0.0031261900866552767, 0.023759850762389022, -0.0699626403608106, -0.003994439631981839, 0.03269133604064077, -0.024955904003746573, -0.06077028912523441, 0.011864323413783406, -0.007688068388183044, -0.006644542574080051, -0.04568137042136203, 0.04111370782054401, 0.007760231185810228, 0.032737168545851555, 0.037290450775699216, -0.002925112771035433, -0.030022521362476393, -0.04008744883991658, 0.0034169532260921974, -0.008572916986010284, -0.019227786460400815, 0.032566316501370325, -0.03401453241303755, 0.024990044138539887, -0.019330691897170283, 0.0012557928908347917, 0.021087954446329847, 0.0006435351460195947, -0.021325651103785655, -0.018439973990458172, 0.04610788973042822, -0.015617002430478477, 0.030146029629709394, -0.020104619352014283, -0.015615779453985065, 0.06929800085138248, -0.015678054367659677, 0.0180261952349593, -0.0497301837965367, 0.0061103294219940546, 0.0565263172374788, -0.025137738711668595, 0.025273477398413152, 0.008834873714240209, -0.015872021537353027, -0.02279145332055245]"
chengdu,2,103.202308,30.719017,"[-0.004673214084263161, -0.022119575005725194, 0.01207680479143412, -0.05497166281333135, 0.05510130516602358, -0.023667456511161998, -0.016756835462792146, -0.06071374266957121, -0.06141558149744122, 0.05672759487126457, 0.07220872256856879, -0.04505468446482548, -0.09928973965485077, -0.09289787943408982, 0.13618292980152252, 0.029560591979471664, 0.1552863340967244, 0.1552154767705658, -0.06604208898742923, 0.17911927245816386, -0.044104143403871844, 0.004316377433955, -0.04339169083336919, 0.039885390741029814, -0.15332379991246542, 0.0273817472123816, -0.05730100422661432, 0.03671504952914678, -0.0419563421909795, -0.018643666267399273, -0.0889936349274004, -0.023515677374130774, 0.00745581830355542, -0.06280923687136322, -0.05108404915544177, 0.06322332373506842, 0.013672575418594023, 0.033995600765870854, 0.08607199178317992, 0.040304996150235084, 0.05062912954730557, 0.047401505361756635, 0.009635583822987395, 0.03786949375819685, 0.035775467799567764, 0.025122279879481686, 0.009868815034548603, -0.03946971084399817, -0.0790649253291808, -0.051636509929140026, 0.046565599513304634, 0.054142223319545386, 0.043611695611642576, -0.06688808119876674, 0.015351838377336115, 0.011493278975428404, 0.05331049123087335, -0.020130851210059135, 0.016850439817931114, -0.06299058019043693, 0.04555486700712977, 0.06588504557265895, -0.0509126059506976, 0.13444001235739395, -0.0050731232718040364, 0.09448688180886972, 0.013200913784693645, -0.06775417651339381, -0.1233622882792649, 0.034083899209259846, 0.015421151273421994, 0.032296691796476845, 0.08384956892262826, -0.0841357834388087, -0.10761667657828652, 0.04799173864651318, -0.08612244691159258, -0.04099004845981707, -0.1873712642480948, 0.09526165840889844, 0.04320349633910614, -0.034305481601133406, -0.05543159960275271, 0.028615343944121577, 0.06808858790486998, -0.024242019983641776, -0.04012105086126023, -0.09016727358854162, 0.017864134724545233, -0.02974762201988787, 0.04069706388785836, 0.050303098279812566, -0.10377174796250797, -0.022321297571172433, -0.07277473875571384, 0.10191897682855283, -0.007100794686289144, 0.015106040570396672, -0.05365523973189229, -0.01882605852281965, -0.17097346504306277, -0.07041332605098488, -0.0025587767995156815, 0.024447576802728476, -0.10271407567894189, -0.10349352792994644, -0.006292849968368878, -0.07514858044300439, -0.056609887024590425, 0.07403544915117694, 0.021040482446866245, -0.06009796390768683, -0.06044036402102261, 0.04214921022482811, 0.00961983879547089, -0.062516453732054, -0.07256283122960484, 0.030178984919080214, -0.04917174044983336, 0.03192175705384162, 0.0341803976992377, 0.04091005765038099, 0.030054512841868705, 0.033678234131441796, 0.055383892319186195, -0.09002171111749764, -0.09494115954499928, 0.03397308564147607]"
chengdu,3,103.611393,31.247281,"[0.039367430472032325, 0.005941893322671043, 0.07459509920172602, -0.0023275784113399173, -0.04902487955930484, -0.0617691023245982, 0.012995216698834888, -0.07268852613256291, -0.043479346499059636, -0.0705763519148346, 0.022176667513813135, -0.03127571736194448, -0.05393638335319862, -0.043022842577811554, 0.015553341456840845, -0.04814527150657896, 0.05412013623165517, -0.010004821546272203, 0.03997516997973463, 0.029034220476448817, -0.002850457724880795, -0.03718678788406721, -0.014850625117941406, 0.014195693633778796, -0.06356683048197385, 0.04200284479005377, -0.005649088393970565, -0.0034962251742630124, -0.058915191055040006, 0.0338776875936295, -0.059268005387490254, -0.06541757210656235, 0.021944844475721523, -0.027268115282586297, -0.021155377796874368, 0.033499656061264746, 0.0578809314738464, -0.029512610914447922, 0.050077409707258325, 0.07730694366005225, -0.03074891637999179, 0.0007821269311025017, 0.046159926174299024, -0.0002847041467954406, -0.01006001827154996, 0.037524243594271506, -0.033819243735838944, -0.017865709199934684, 0.041226931665341485, -0.04599643062497889, 0.07485761264017532, -0.01997151914219202, -0.03812059208126317, -0.016699812217844064, -0.0069173088305291355, 0.0521356945858618, 0.006681799903986839, -0.07441317673825709, 0.00959019641078683, -0.02513178812764192, 0.02848864980613968, 0.003719413475374687, -0.06267355654501103, 0.01857751467002984, -0.025873882003720566, 0.026638352219226776, 0.020459994598265654, -0.05380202464751278, 0.018705629731104942, 0.01117717404483783, -0.0014265442989391027, 0.027427668776234503, 0.04263703729380013, 0.02842751216590895, 0.017804656003757465, -0.01975214261290456, -0.026169178849802, -0.03363747734857809, -0.02651060932463411, -0.0056906201819408395, -0.028626367014745385, -0.0012148611636948108, 0.060649894555288755, -0.04326989275797215, 0.02241104946860692, -0.053395274885174836, -0.06382226658391947, 0.028717312324058844, 0.04277246536720189, -0.0273624826641724, -0.03779116358381004, 0.012070142095356291, -0.02779927227235074, 0.033021724201153985, 0.04434431950276352, 0.02441664142597084, 0.035116503217901156, 0.02064589524904687, -0.021145986060423887, -0.04753038804742311, 0.021013716521430376, -0.04834051881666449, -0.015132641184497404, 0.046649764086269, 0.005081766179364865, -0.04466331291511763, 0.005096829846198709, 0.022727825213844748, -0.03210006322107712, 0.010031518153806814, 0.00514989313766865, 0.023153526136119547, 0.04500699605457359, 0.05207026226671982, 0.027196021190139114, 0.010202183666048234, 0.06454227620398476, 0.030685561936714137, -0.04653994627842624, -0.026686314970414897, 0.017914586034071665, -0.041573393037337286, 0.011850314220316849, 0.008232151259908217, 0.04169976772132597, 0.0229851339521985, 0.004274425437140343, -0.003513140803716227]"
